repo_name;name;longname;path;full_repo_path;line;column;endline;endcolumn;CC;CCL;CCO;CI;CLC;CLLC;McCC;NL;NLE;CD;CLOC;DLOC;TCD;TCLOC;LLOC;LOC;NOS;NUMPAR;TLLOC;TLOC;TNOS;HOR_D;HOR_T;HON_D;HON_T;HLEN;HVOC;HDIFF;HVOL;HEFF;HBUGS;HTIME;CYCL;PARAMS;CYCL_DENS;Vuln;Valid_vuln;Fix_hash
ejs;cpOptsInData;lib.ejs.cpOptsInData;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;268;0;281;1;0;0;0;0;0;0;1;0;0;0;0;0;0.285714;4;4;4;2;2;10;14;6;3;3;5;5;8;8;1.5;24;36;0.008;2;1;2;100;1;0;
ejs;stripSemi;lib.ejs.stripSemi;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;283;0;285;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;2;1;3;3;2;3;3;4;5;8;7;1.875;22.458839376460833;42.11032383086406;0.007486279792153611;2.3394624350480036;1;1;100;0;;
ejs;compile;lib.ejs.compile[0];lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;299;18;317;1;0;0;0;0;0;0;5;2;2;0.166667;3;0;0.166667;3;15;19;10;2;15;19;10;10;22;12;26;48;22;10.833333333333332;214.05271769459029;2318.9044416913944;0.07135090589819676;128.8280245384108;4;2;40;0;;
ejs;exports.render;lib.ejs.render;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;332;17;343;1;0;0;0;0;0;0;4;1;1;0.2;2;0;0.2;2;8;12;5;3;8;12;5;9;15;11;19;34;20;7.7727272727272725;146.94555522617034;1142.1677247125058;0.048981851742056784;63.4537624840281;4;3;80;0;;
ejs;exports.renderFile;lib.ejs.renderFile;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;358;21;390;1;0;0;0;0;0;0;7;2;2;0.166667;5;0;0.166667;5;25;33;16;0;25;33;16;11;51;23;52;103;34;12.43478260869565;524.008672648785;6515.933929458804;0.174669557549595;361.996329414378;5;0;31.25;0;;
ejs;exports.clearCache;lib.ejs.clearCache;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;397;21;399;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;0;3;3;1;2;3;3;3;6;5;1;13.931568569324174;13.931568569324174;0.004643856189774725;0.7739760316291208;1;0;100;0;;
ejs;Template;lib.ejs.Template;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;401;0;433;1;0;0;0;0;0;0;12;2;2;0;0;0;0;0;30;33;26;2;30;33;26;14;87;38;105;192;52;19.342105263157894;1094.48442588309;21169.632974317657;0.36482814196103;1176.0907207954253;12;2;46.15384615384615;0;;
ejs;createRegex;lib.ejs.createRegex;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;444;15;449;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;6;4;0;6;6;4;6;13;11;15;28;17;4.090909090909091;114.44895955500952;468.20028908867533;0.03814965318500317;26.011127171593074;1;0;25;0;;
ejs;compile;lib.ejs.compile[1];lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;451;11;536;3;0;0;0;0;0;0;13;3;3;0.0571429;4;0;0.0512821;4;66;78;40;0;74;86;46;14;111;49;122;233;63;17.42857142857143;1392.7062221754807;24272.879872201236;0.4642354073918269;1348.493326233402;10;0;29.411764705882355;0;;
ejs;generateSource;lib.ejs.generateSource;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;538;18;608;3;0;0;0;0;0;0;4;1;1;0.157895;3;0;0.161765;11;16;24;9;0;57;71;31;7;35;20;40;75;27;7;356.6165626622602;2496.3159386358216;0.11887218755408674;138.6842188131012;3;0;33.33333333333333;0;;
ejs;parseTemplateText;lib.ejs.parseTemplateText;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;610;21;635;3;0;0;0;0;0;0;4;2;2;0;0;0;0;0;21;26;16;0;21;26;16;9;41;16;48;89;25;13.5;413.30320088995046;5579.593212014332;0.13776773362998349;309.97740066746286;4;0;25;0;;
ejs;scanLine;lib.ejs.scanLine;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;637;12;752;3;0;0;0;0;0;0;26;4;4;0.1;8;0;0.175926;19;72;85;42;1;89;116;55;19;184;45;190;374;64;40.111111111111114;2244;90009.33333333334;0.748;5000.518518518519;24;1;38.095238095238095;0;;
ejs;<anonymous>.undefined;lib.ejs.__anonymusFunctionExpression0__;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;783;31;792;3;0;0;0;0;0;0;2;0;0;0.0909091;1;0;0.0909091;1;10;10;5;2;10;10;5;8;25;17;29;54;25;6.823529411764706;250.76823424783512;1711.1244219264042;0.08358941141594504;95.06246788480024;2;2;28.57142857142857;0;;
ejs;<anonymous>;lib.ejs.rethrow.map$0;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;238;44;244;3;0;0;0;0;0;0;2;1;1;0;0;0;0;0;7;7;2;2;7;7;2;6;10;9;13;23;15;4.333333333333333;89.85848369899593;389.386762695649;0.02995282789966531;21.632597927536054;2;2;100;0;;
ejs;<anonymous>;lib.ejs.cpOptsInData.forEach$0;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;269;16;280;3;0;0;0;0;0;0;3;2;2;0.333333;4;0;0.333333;4;8;12;4;1;8;12;4;7;10;5;10;20;12;7;71.69925001442313;501.8947501009619;0.02389975000480771;27.883041672275663;3;1;75;1;0;
ejs;returnedFn;lib.ejs.compile[1].returnedFn;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;524;21;533;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;5;2;1;10;10;6;9;10;9;13;23;18;6.5;95.90827503317318;623.4037877156256;0.03196942501105773;34.633543761979205;2;1;100;0;;
ejs;<anonymous>;lib.ejs.generateSource.forEach$0;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;557;22;605;7;0;0;0;0;0;0;12;3;3;0.156863;8;0;0.156863;8;43;49;22;2;43;49;22;19;114;51;124;238;70;23.098039215686274;1458.7693580329021;33694.71183848546;0.48625645267763407;1871.9284354714146;10;2;43.47826086956522;0;;
ejs;_addOutput;lib.ejs.scanLine._addOutput;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;642;4;672;5;0;0;0;0;0;0;4;2;1;0.392857;11;0;0.392857;11;17;31;13;0;17;31;13;9;34;22;45;79;31;9.204545454545455;391.3815085205632;3602.4888852460936;0.13046050284018773;200.13827140256075;4;0;30.76923076923077;0;;
ejs;include;lib.ejs.compile[1].returnedFn.include;lib/ejs.js;https://github.com/mde/ejs/blob/7eaba6ade1b11e0bb275f1eb63ba49071aca24dd/lib/ejs.js;525;20;531;7;0;0;0;0;0;0;2;1;1;0;0;0;0;0;7;7;4;2;7;7;4;7;12;9;17;29;16;6.611111111111111;116;766.8888888888888;0.03866666666666667;42.60493827160494;2;2;50;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.e;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;12;1;12;441;0;0;0;0;0;0;3;1;1;0;0;0;0;0;1;1;6;3;1;1;21;0;0;3;3;3;3;0;4.754887502163468;0;0.001584962500721156;0;1;3;0;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression0__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;12;447;14;1;0;0;0;0;0.333333;0;1;0;0;0;0;0;0;0;2;3;0;3;2;3;0;0;0;3;3;3;3;0;4.754887502163468;0;0.001584962500721156;0;1;3;0;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression1__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;14;9;33;1;1;1;8;1;1;0;4;3;3;0;0;0;0;0;4;4;1;3;16;20;9;7;13;10;16;29;17;5.6000000000000005;118.53642239625987;663.8039654190553;0.03951214079875329;36.877998078836406;4;3;200;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression3__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;33;14;46;1;1;1;7;1;1;0;4;3;3;0;0;0;0;0;4;4;1;3;13;14;8;7;13;10;16;29;17;5.6000000000000005;118.53642239625987;663.8039654190553;0.03951214079875329;36.877998078836406;4;3;200;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression5__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;46;9;432;1;1;1;260;1;1;0;4;1;1;0.487805;20;0;0.198113;63;21;55;14;3;255;387;164;13;54;34;62;116;47;11.852941176470589;644.332306794606;7637.232930536065;0.214777435598202;424.29071836311476;3;3;16.666666666666664;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression29__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;432;30;864;1;1;6;76;6;1;0;1;0;0;0.25;6;0;0.211594;73;18;39;13;3;272;433;186;7;38;27;46;84;34;5.962962962962963;427.34687866502856;2548.2536098173923;0.14244895955500952;141.56964498985514;1;3;6.25;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression31__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;864;40;916;1;1;1;3;1;1;0;1;0;0;0.45;18;0;0.439024;18;22;52;9;3;23;53;11;8;34;82;115;149;90;5.609756097560975;967.2861113531216;5426.239161249218;0.3224287037843738;301.45773118051216;1;3;6.25;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression32__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;916;14;1042;1;1;2;42;2;1;0;3;1;1;0.25;5;0;0.126437;11;15;31;10;3;76;127;64;12;41;26;42;83;38;9.692307692307693;435.5779836158176;4221.755841199463;0.14519266120527252;234.54199117774795;2;3;13.333333333333334;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression36__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;1042;14;1550;1;1;9;76;10;1;0;1;0;0;0.632075;67;0;0.312655;126;39;130;15;3;277;509;188;7;67;48;81;148;55;5.90625;855.6412376016497;5053.6310595847435;0.28521374586721654;280.7572810880413;1;3;3.225806451612903;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression37__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;1550;48;1652;1;1;3;12;3;1;0;1;0;0;0.605263;23;0;0.306818;27;15;47;7;3;61;103;31;7;26;21;34;60;28;5.666666666666667;288.44129532345625;1634.5006734995854;0.09614709844115209;90.8055929721992;1;3;9.090909090909092;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression38__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;1652;23;2083;1;1;4;92;4;1;0;1;0;0;0.619048;39;0;0.217848;83;24;76;9;3;298;432;178;7;39;28;46;85;35;5.75;435.98905644032214;2506.9370745318524;0.14532968548010738;139.27428191843626;1;3;6.25;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression39__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;2083;39;2213;1;1;1;14;1;1;0;1;0;0;0.661017;39;0;0.398058;41;20;71;6;3;62;131;38;7;29;24;37;66;31;5.395833333333334;326.9769564855338;1764.3131610365263;0.10899231882851126;98.01739783536257;1;3;7.6923076923076925;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression40__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;2213;25;3074;1;0.999452;14;147;14;0.977958;0;2;1;1;0.53125;153;0;0.245383;186;135;323;14;3;572;862;297;9;162;175;231;393;184;5.94;2956.7598487304062;17563.153501458615;0.9855866162434688;975.7307500810342;2;3;1.9417475728155338;1;1;fd88ce0e2fab8e02f8ab8e00a0b2bfc5769966cf
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression41__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;3074;37;3375;1;1;4;40;5;1;0;1;0;0;0.627451;32;0;0.239216;61;19;62;8;3;194;302;99;7;32;29;43;75;36;5.189655172413794;387.7443751081734;2012.2596018544864;0.12924812503605781;111.79220010302703;1;3;6.666666666666667;1;1;fd88ce0e2fab8e02f8ab8e00a0b2bfc5769966cf
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression42__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;3375;31;3516;1;1;1;1;1;1;0;1;0;0;0.239669;29;0;0.239669;29;92;142;3;3;92;142;3;7;96;182;189;285;189;3.634615384615385;2155.239090903006;7833.465157320542;0.718413030301002;435.1925087400301;1;3;1.1363636363636365;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression43__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;3516;10;3547;1;1;2;10;2;1;0;4;3;1;0.0588235;1;0;0.0416667;1;16;25;12;3;23;32;19;9;55;20;57;112;29;12.825000000000001;544.0938714542881;6978.0039014012455;0.18136462381809604;387.6668834111803;4;3;26.666666666666668;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression44__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;3547;21;5210;1;1;17;358;20;1;0;3;1;1;0.398907;73;0;0.160521;222;110;204;28;3;1161;1664;682;13;178;122;230;408;135;12.254098360655739;2887.340763596739;35381.75771784529;0.9624469211989131;1965.6532065469607;2;3;2.2988505747126435;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression49__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;5210;79;5734;1;0.345074;17;58;18;0.302857;0;3;1;1;0.530435;61;0;0.172414;75;54;141;16;3;360;525;206;12;89;61;100;189;73;9.836065573770492;1169.8768416283233;11506.985327491704;0.3899589472094411;639.276962638428;2;3;5.128205128205128;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression55__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;5734;49;6064;1;0.559091;17;43;17;0.47432;0;1;0;0;0.557895;53;0;0.272727;72;42;117;15;3;192;331;122;8;67;46;75;142;54;6.521739130434782;817.1940253072127;5329.52625200356;0.2723980084357375;296.08479177797557;1;3;3.3333333333333335;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression60__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;6064;57;6493;1;0.337625;17;40;17;0.297674;0;1;0;0;0.436364;24;0;0.172414;60;31;73;14;3;288;430;184;7;54;41;63;117;48;5.378048780487805;653.4406125843752;3514.2354896306033;0.21781353752812507;195.23530497947797;1;3;4.166666666666666;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression65__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;6493;57;7037;1;1;13;101;14;1;0;4;1;1;0.484211;92;0;0.248879;111;98;233;32;3;335;545;195;13;163;81;196;359;94;15.728395061728396;2353.0973977522717;37010.44549057277;0.7843657992507572;2056.135860587376;3;3;4.166666666666666;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression72__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;7037;63;7366;1;0.624658;20;57;20;0.542424;0;1;0;0;0.525;63;0;0.272059;74;57;141;15;3;198;330;117;9;83;68;106;189;77;7.014705882352941;1184.4226561913365;8308.376573577463;0.3948075520637788;461.57647630985906;1;3;2.2222222222222223;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression77__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;7366;57;7779;1;0.50191;20;60;20;0.415459;0;1;0;0;0.4375;63;0;0.247093;85;81;166;15;3;259;414;139;10;109;105;155;264;115;7.380952380952381;1807.209373449315;13338.926327840183;0.6024031244831051;741.051462657788;1;3;1.4492753623188406;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression83__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;7779;57;7937;1;1;11;31;11;1;0;1;0;0;0.44186;19;0;0.216667;26;24;60;13;3;94;159;64;7;48;31;55;103;38;6.209677419354839;540.5365338846893;3356.557508800087;0.18017884462822978;186.4754171555604;1;3;5.263157894736842;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression86__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;7937;49;8385;1;0.331241;19;47;19;0.345212;0;1;0;0;0.573034;51;0;0.196185;72;38;111;14;3;295;449;182;8;61;41;68;129;49;6.634146341463414;724.2975698908618;4805.096073422303;0.24143252329695394;266.9497818567946;1;3;3.7037037037037033;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression91__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;8385;49;8927;1;0.202053;17;38;18;0.219153;0;1;0;0;0.631579;72;0;0.188889;85;42;140;14;3;365;543;222;8;65;43;72;137;51;6.6976744186046515;777.122271850095;5204.911960298311;0.259040757283365;289.16177557212836;1;3;3.4482758620689653;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression104__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;8927;49;9570;1;0.269529;15;48;15;0.231366;0;5;1;1;0.57047;85;0;0.212008;113;64;178;17;3;420;644;232;13;104;68;119;223;81;11.375;1413.7865506432713;16081.82201356721;0.4712621835477571;893.4345563092895;3;3;6.521739130434782;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression109__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;9570;49;9759;1;0.984283;2;38;2;0.952632;0;24;4;2;0.0769231;9;0;0.0592105;9;108;152;93;3;143;190;122;19;429;113;467;896;132;39.26106194690266;6311.777130945175;247807.07293308203;2.103925710315058;13767.059607393447;20;3;19.607843137254903;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression111__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;9759;27;9856;1;1;4;18;4;1;0;2;0;0;0;0;0;0.283951;23;18;53;14;3;58;98;45;8;48;23;62;110;31;10.782608695652174;544.9615941425564;5876.107623797999;0.18165386471418546;326.45042354433326;2;3;10;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression113__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;9856;21;10013;1;1;5;30;5;1;0;2;0;0;0;0;0;0.161538;21;21;54;17;3;109;158;74;8;59;24;76;135;32;12.666666666666666;675;8550;0.225;475;2;3;8.333333333333332;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression115__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;10013;21;10183;1;1;4;36;4;1;0;2;0;0;0;0;0;0.29927;41;24;76;20;3;96;171;69;9;70;26;89;159;35;15.403846153846153;815.5559996942496;12562.699149136422;0.27185199989808323;697.927730507579;2;3;7.142857142857142;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression116__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;10183;23;10392;1;1;1;33;1;1;0;7;1;1;0.354167;17;0;0.360465;62;31;59;15;3;110;210;80;12;56;24;57;113;36;14.25;584.2015251629813;8324.871733572483;0.19473384172099376;462.4928740873602;7;3;41.17647058823529;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression117__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;10392;15;10587;1;1;2;55;2;1;0;2;0;0;0;0;0;0.198758;32;17;59;13;3;129;196;93;8;46;20;61;107;28;12.2;514.3869766601636;6275.521115253995;0.17146232555338786;348.6400619585553;2;3;10.526315789473683;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.e.s;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;12;19;12;355;0;0;0;0;0;0;7;3;3;0;0;0;0;0;1;1;13;2;1;1;15;0;0;3;3;3;3;0;4.754887502163468;0;0.001584962500721156;0;1;3;0;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression1__.__anonymusFunctionExpression2__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;15;1;32;1;1;1;8;1;1;0;5;2;2;0;0;0;0;0;14;18;8;1;14;18;8;11;28;13;28;56;24;11.846153846153845;256.7579000403848;3041.593585093789;0.08558596668012827;168.9774213940994;5;1;55.55555555555556;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression3__.__anonymusFunctionExpression4__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;34;1;45;1;1;1;7;1;1;0;4;3;1;0;0;0;0;0;11;12;7;1;11;12;7;7;21;7;19;40;14;9.5;152.29419688230416;1446.7948703818895;0.05076473229410139;80.37749279899386;4;1;40;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression5__.__anonymusFunctionExpression6__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;53;124;53;268;1;1;260;1;1;0;5;1;1;0;0;0;0;0;1;1;1;1;1;1;1;2;2;1;2;4;3;2;6.339850002884624;12.679700005769249;0.002113283334294875;0.7044277780982916;1;1;100;0;;
mediaelement;<anonymous>;build.mediaelement-and-player.__anonymusFunctionExpression5__.__anonymusFunctionExpression7__;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;53;84;53;121;1;1;260;1;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;1;2;4;3;2;6.339850002884624;12.679700005769249;0.002113283334294875;0.7044277780982916;1;1;100;0;;
mediaelement;_interopRequireDefault;build.mediaelement-and-player.__anonymusFunctionExpression5__._interopRequireDefault;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;63;0;63;95;1;1;260;1;1;0;3;1;1;0;0;0;0;0;1;1;2;1;1;1;2;6;6;4;8;14;10;6;46.50699332842308;279.04195997053847;0.01550233110947436;15.50233110947436;2;1;100;0;;
mediaelement;i18n.language;build.mediaelement-and-player.__anonymusFunctionExpression5__.language;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;79;16;106;1;1;1;260;1;1;0;15;3;3;0.0454545;1;0;0.0454545;1;21;28;16;0;21;28;16;19;79;25;84;163;44;31.919999999999998;889.8873538378795;28405.20433450511;0.2966291179459598;1578.066907472506;9;0;50;0;;
mediaelement;i18n.t;build.mediaelement-and-player.__anonymusFunctionExpression5__.t;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;115;9;421;1;1;1;260;1;1;0;15;3;3;0.333333;15;0;0.162791;42;30;56;20;1;216;307;130;17;77;23;87;164;40;32.15217391304348;872.7962075615275;28062.29545616302;0.29093206918717585;1559.016414231279;9;1;42.857142857142854;0;;
mediaelement;_interopRequireDefault;build.mediaelement-and-player.__anonymusFunctionExpression29__._interopRequireDefault;build/mediaelement-and-player.js;https://github.com/mediaelement/mediaelement/blob/37e69481941d900020518aabf05932f34a8c514e/build/mediaelement-and-player.js;455;0;455;95;1;2;72;2;1;0;3;1;1;0;0;0;0;0;1;1;2;1;1;1;2;6;6;4;8;14;10;6;46.50699332842308;279.04195997053847;0.01550233110947436;15.50233110947436;2;1;100;0;;
